onset,duration,pitch,phrase
0.0,1.0,C4,A:1
1.0,1.0,E4,A:1
2.0,1.0,G4,A:1
3.0,1.0,C4,A:1
4.0,1.0,F4,A:1
5.0,1.0,A4,A:1
6.0,1.0,A4,A:1
7.0,1.0,G4,A:1
8.0,0.5,E4,A:1
8.5,0.5,F4,A:1
9.0,0.5,G4,A:1
9.5,0.5,C4,A:1
10.0,1.0,F4,A:1
11.0,0.5,E4,A:1
11.5,0.5,F4,A:1
12.0,1.0,E4,A:1
13.0,1.0,D4,A:1
14.0,2.0,C4,A:1
16.0,1.0,F4,B:1
17.0,1.0,G4,B:1
18.0,1.0,A4,B:1
19.0,1.0,G4,B:1
20.0,1.0,F4,B:1
21.0,1.0,E4,B:1
22.0,1.0,E4,B:1
23.0,1.0,D4,B:1
24.0,0.5,E4,B:1
24.5,0.5,F4,B:1
25.0,0.5,G4,B:1
25.5,0.5,C4,B:1
26.0,1.0,F4,B:1
27.0,0.5,E4,B:1
27.5,0.5,F4,B:1
28.0,1.0,E4,B:1
29.0,1.0,D4,B:1
30.0,2.0,C4,B:1
32.0,1.0,B4,C:1
33.0,1.0,C5,C:1
34.0,1.0,D5,C:1
35.0,1.0,G4,C:1
36.0,1.0,C5,C:1
37.0,1.0,D5,C:1
38.0,2.0,E5,C:1
40.0,0.5,B4,C:1
40.5,0.5,C5,C:1
41.0,0.5,D5,C:1
41.5,0.5,G4,C:1
42.0,1.0,C5,C:1
43.0,0.5,B4,C:1
43.5,0.5,C5,C:1
44.0,1.0,B4,C:1
45.0,1.0,A4,C:1
46.0,2.0,G4,C:1
48.0,0.5,G4,D:1
48.5,0.5,A4,D:1
49.0,0.5,B4,D:1
49.5,0.5,G4,D:1
50.0,1.0,C5,D:1
51.0,1.0,E4,D:1
52.0,1.0,F4,D:1
53.0,1.0,A4,D:1
54.0,1.0,A4,D:1
55.0,1.0,G4,D:1
56.0,0.5,C5,D:1
56.5,0.5,B4,D:1
57.0,0.5,C5,D:1
57.5,0.5,G4,D:1
58.0,0.5,A4,D:1
58.5,0.5,B4,D:1
59.0,0.5,C5,D:1
59.5,0.5,D5,D:1
60.0,1.0,C5,D:1
61.0,1.0,B4,D:1
62.0,2.0,C5,D:1
