onset,duration,pitch,phrase
0.0,2.0,G4,A:1
2.0,2.0,C5,A:1
4.0,2.0,E4,A:1
6.0,2.0,A4,A:1
8.0,2.0,G4,A:1
10.0,2.0,F4,A:1
12.0,1.0,E4,A:1
13.0,1.0,D4,A:1
14.0,2.0,E4,B:1
16.0,2.0,G4,B:1
18.0,2.0,C5,B:1
20.0,2.0,D5,B:1
22.0,2.0,B4,B:1
24.0,2.0,G4,B:1
26.0,2.0,A4,B:1
28.0,1.0,G4,B:1
29.0,1.0,F#4,B:1
30.0,2.0,G4,C:1
32.0,2.0,G4,C:1
34.0,2.0,D5,C:1
36.0,2.0,C5,C:1
38.0,2.0,B4,C:1
40.0,1.0,C5,C:1
41.0,1.0,D5,C:1
42.0,2.0,E5,D:1
44.0,2.0,D5,D:1
46.0,2.0,C5,D:1
48.0,2.0,C5,D:1
50.0,2.0,D5,D:1
52.0,2.0,B4,D:1
54.0,2.0,C5,D:1
56.0,1.0,E4,D:1
57.0,1.0,F4,D:1
58.0,2.0,E4,D:1
60.0,2.0,D4,D:1
62.0,2.0,C4,D:1
