onset,duration,pitch,phrase
0.0,1.0,G4,A:1
1.0,1.5,G4,A:1
2.5,0.5,G4,A:1
3.0,1.0,A-4,A:1
4.0,1.0,G4,A:1
5.0,1.0,F4,A:1
6.0,1.0,B-4,A:1
7.0,1.0,E-4,A:1
8.0,1.0,F4,A:1
9.0,1.5,G4,A:1
10.5,0.5,A-4,A:1
11.0,1.0,B-4,A:1
12.0,1.0,C5,A:1
13.0,1.0,A-4,A:1
14.0,1.0,G4,A:1
15.0,1.0,F4,A:1
16.0,1.0,F4,A:1
17.0,1.5,G4,B:1
18.5,0.5,G4,B:1
19.0,1.0,A-4,B:1
20.0,1.0,G4,B:1
21.0,0.5,A-4,B:1
21.5,0.5,B-4,B:1
22.0,0.5,C5,B:1
22.5,0.5,D5,B:1
23.0,1.0,E-5,B:1
24.0,1.0,C5,B:1
25.0,1.5,B-4,B:1
26.5,0.5,G4,B:1
27.0,1.0,E-4,B:1
28.0,1.0,A-4,B:1
29.0,1.0,G4,B:1
30.0,1.0,F4,B:1
31.0,2.0,E-4,B:1
33.0,2.0,G4,C:1
35.0,1.0,G4,C:1
36.0,1.0,G4,C:1
37.0,1.5,G4,C:1
38.5,0.5,G4,C:1
39.0,1.0,G4,C:1
40.0,1.0,F4,C:1
41.0,3.0,G4,C:1
44.0,1.0,G4,C:1
45.0,1.0,B-4,C:1
46.0,1.0,G4,C:1
47.0,1.0,E-4,C:1
48.0,1.0,A-4,C:1
49.0,2.0,G4,C:1
51.0,2.0,F4,C:1
53.0,3.0,E-4,C:1
