onset,duration,pitch,phrase
0.0,0.5,C4,A:1
0.5,1.0,E4,A:1
1.5,0.5,F4,A:1
2.0,1.0,G4,A:1
3.0,0.5,G4,A:1
3.5,1.0,A4,A:1
4.5,0.5,B4,A:1
5.0,1.0,C5,A:1
6.0,0.5,A4,A:1
6.5,1.0,G4,A:1
7.5,0.5,E4,A:1
8.0,0.5,E4,A:1
8.5,0.5,D4,A:1
9.0,0.5,C4,A:1
9.5,1.0,D4,A:1
10.5,0.5,E4,A:1
11.0,1.0,D4,A:1
12.0,0.5,C4,A:2
12.5,1.0,E4,A:2
13.5,0.5,F4,A:2
14.0,1.0,G4,A:2
15.0,0.5,G4,A:2
15.5,1.0,A4,A:2
16.5,0.5,B4,A:2
17.0,1.0,C5,A:2
18.0,0.5,A4,A:2
18.5,1.0,G4,A:2
19.5,0.5,E4,A:2
20.0,1.0,E4,A:2
21.0,0.5,C4,A:2
21.5,1.0,E4,A:2
22.5,0.5,D4,A:2
23.0,1.0,C4,A:2
24.0,0.5,G4,B:1
24.5,1.0,C5,B:1
25.5,0.5,B4,B:1
26.0,1.0,C5,B:1
27.0,0.5,A4,B:1
27.5,1.0,G4,B:1
28.5,0.5,E4,B:1
29.0,1.0,G4,B:1
30.0,0.5,G4,B:1
30.5,1.0,C5,B:1
31.5,0.5,B4,B:1
32.0,1.0,C5,B:1
33.0,0.5,A4,B:1
33.5,1.0,G4,B:1
34.5,0.5,E4,B:1
35.0,1.0,D4,B:1
36.0,0.5,C4,A:3
36.5,1.0,E4,A:3
37.5,0.5,F4,A:3
38.0,1.0,G4,A:3
39.0,0.5,G4,A:3
39.5,1.0,A4,A:3
40.5,0.5,B4,A:3
41.0,1.0,C5,A:3
42.0,0.5,A4,A:3
42.5,1.0,G4,A:3
43.5,0.5,E4,A:3
44.0,0.5,E4,A:3
44.5,0.5,D4,A:3
45.0,0.5,C4,A:3
45.5,1.0,D4,A:3
46.5,0.5,E4,A:3
47.0,1.0,D4,A:3
48.0,0.5,C4,A:4
48.5,1.0,E4,A:4
49.5,0.5,F4,A:4
50.0,1.0,G4,A:4
51.0,0.5,G4,A:4
51.5,1.0,A4,A:4
52.5,0.5,B4,A:4
53.0,1.0,C5,A:4
54.0,0.5,A4,A:4
54.5,1.0,G4,A:4
55.5,0.5,E4,A:4
56.0,1.0,E4,A:4
57.0,0.5,C4,A:4
57.5,1.0,E4,A:4
58.5,0.5,D4,A:4
59.0,1.0,C4,A:4
