onset,duration,pitch,phrase
0.0,0.5,C4,A:1
0.5,1.0,E4,A:1
1.5,0.5,F4,A:1
2.0,1.0,G4,A:1
3.0,0.5,G4,A:1
3.5,1.0,A4,A:1
4.5,0.5,B4,A:1
5.0,1.0,C5,A:1
6.0,0.5,A4,A:1
6.5,1.0,G4,A:1
7.5,0.5,E4,A:1
8.0,0.5,E4,A:1
8.5,0.5,D4,A:1
9.0,0.5,C4,A:1
9.5,1.0,D4,A:1
10.5,0.5,E4,A:1
11.0,1.0,D4,A:1
12.0,0.5,C4,A:1
12.5,1.0,E4,A:1
13.5,0.5,F4,A:1
14.0,1.0,G4,A:1
15.0,0.5,G4,A:1
15.5,1.0,A4,A:1
16.5,0.5,B4,A:1
17.0,1.0,C5,A:1
18.0,0.5,A4,A:1
18.5,1.0,G4,A:1
19.5,0.5,E4,A:1
20.0,1.0,E4,A:1
21.0,0.5,C4,A:1
21.5,1.0,E4,A:1
22.5,0.5,D4,A:1
23.0,1.0,C4,A:1
24.0,0.5,G4,B:1
24.5,1.0,C5,B:1
25.5,0.5,B4,B:1
26.0,1.0,C5,B:1
27.0,0.5,A4,B:1
27.5,1.0,G4,B:1
28.5,0.5,E4,B:1
29.0,1.0,G4,B:1
30.0,0.5,G4,B:1
30.5,1.0,C5,B:1
31.5,0.5,B4,B:1
32.0,1.0,C5,B:1
33.0,0.5,A4,B:1
33.5,1.0,G4,B:1
34.5,0.5,E4,B:1
35.0,1.0,D4,B:1
36.0,0.5,C4,A:2
36.5,1.0,E4,A:2
37.5,0.5,F4,A:2
38.0,1.0,G4,A:2
39.0,0.5,G4,A:2
39.5,1.0,A4,A:2
40.5,0.5,B4,A:2
41.0,1.0,C5,A:2
42.0,0.5,A4,A:2
42.5,1.0,G4,A:2
43.5,0.5,E4,A:2
44.0,0.5,E4,A:2
44.5,0.5,D4,A:2
45.0,0.5,C4,A:2
45.5,1.0,D4,A:2
46.5,0.5,E4,A:2
47.0,1.0,D4,A:2
48.0,0.5,C4,A:2
48.5,1.0,E4,A:2
49.5,0.5,F4,A:2
50.0,1.0,G4,A:2
51.0,0.5,G4,A:2
51.5,1.0,A4,A:2
52.5,0.5,B4,A:2
53.0,1.0,C5,A:2
54.0,0.5,A4,A:2
54.5,1.0,G4,A:2
55.5,0.5,E4,A:2
56.0,1.0,E4,A:2
57.0,0.5,C4,A:2
57.5,1.0,E4,A:2
58.5,0.5,D4,A:2
59.0,1.0,C4,A:2
